datetime,PLa,PLb,PLc,PLtot
2023-05-21 00:00:00,1.279161131,1.426964432,0.48841468,3.196057583
2023-05-21 00:15:00,1.186241085,1.429617077,0.466712769,3.083209914
2023-05-21 00:30:00,1.252330799,1.429148496,0.485649685,3.168054722
2023-05-21 00:45:00,1.308962808,0.620655273,0.485640772,2.2307175
2023-05-21 01:00:00,1.237590617,0.32,0.462582506,1.768258995
2023-05-21 01:15:00,1.406147146,0.32,0.487454614,1.956988201
2023-05-21 01:30:00,1.645524611,0.32,0.487849121,2.197895555
2023-05-21 01:45:00,1.608878222,0.32,0.467103,2.141674333
2023-05-21 02:00:00,1.693079983,0.32,0.519675645,2.274830322
2023-05-21 02:15:00,1.652687234,0.184112979,0.509538792,2.226878452
2023-05-21 02:30:00,1.415288425,0.11,0.473593427,1.951148368
2023-05-21 02:45:00,1.239468703,0.84996401,0.473568453,2.540388559
2023-05-21 03:00:00,1.244478042,1.418390119,0.483166756,3.14671934
2023-05-21 03:15:00,1.307458333,1.418418,0.485388,3.212180556
2023-05-21 03:30:00,1.213996289,1.412797258,0.503591205,3.129249161
2023-05-21 03:45:00,1.142020643,1.407215519,0.582345733,3.131802991
2023-05-21 04:00:00,1.179797388,1.278900917,0.574351431,2.918801445
2023-05-21 04:15:00,1.14016021,1.392630795,0.620830602,3.136008199
2023-05-21 04:30:00,1.219075062,1.332287736,0.620607848,3.047173411
2023-05-21 04:45:00,1.172469077,1.130211711,0.547406119,2.826457919
2023-05-21 05:00:00,1.01065944,1.203954305,0.505485444,2.651253235
2023-05-21 05:15:00,0.868894001,1.275315508,0.498167078,2.521202685
2023-05-21 05:30:00,0.492013291,0.467319835,0.366464156,1.261668574
2023-05-21 05:45:00,1.273573007,1.294559511,0.369189781,2.931080922
2023-05-21 06:00:00,1.134860759,1.385943237,0.248912633,2.767244744
2023-05-21 06:15:00,1.11873968,1.329459847,0.20168902,2.466020802
2023-05-21 06:30:00,1.153989579,1.152834113,0.235721333,2.495333363
2023-05-21 06:45:00,1.120025,1.171853111,0.230093111,2.422685444
2023-05-21 07:00:00,1.160100535,1.105785065,0.201276634,2.449453554
2023-05-21 07:15:00,1.188646465,1.119179723,0.246792897,2.493392893
2023-05-21 07:30:00,0.777095305,1.196226807,0.385509855,2.012507722
2023-05-21 07:45:00,0.980354246,1.350738716,0.353889148,2.658686579
2023-05-21 08:00:00,0.875928918,1.2791586,0.394279459,2.48411698
