datetime,PLa,PLb,PLc,PLtot
2023-06-25 00:00:00,0.227788295,0.13,0.37,0.629132338
2023-06-25 00:15:00,0.219951108,0.13,0.37,0.620928062
2023-06-25 00:30:00,0.255953032,0.13,0.37,0.657220889
2023-06-25 00:45:00,0.215273556,0.13,0.279798333,0.530156556
2023-06-25 01:00:00,0.227228845,0.13,0.260255408,0.520270961
2023-06-25 01:15:00,0.244589778,0.13,0.28,0.559362444
2023-06-25 01:30:00,0.214601556,0.13,0.28,0.530294333
2023-06-25 01:45:00,0.258968931,0.13,0.28,0.572352157
2023-06-25 02:00:00,0.215593141,0.13,0.26620923,0.515965751
2023-06-25 02:15:00,0.215573379,0.13,0.272337062,0.522237861
2023-06-25 02:30:00,0.259255015,0.13,0.28,0.572686302
2023-06-25 02:45:00,0.217001689,0.13,0.28,0.530161455
2023-06-25 03:00:00,0.259409523,0.13,0.279329423,0.57099309
2023-06-25 03:15:00,0.218252328,0.13,0.259181834,0.509552192
2023-06-25 03:30:00,0.219608775,0.13,0.303204554,0.55526887
2023-06-25 03:45:00,0.261127127,0.13,0.364913037,0.658347985
2023-06-25 04:00:00,0.21869983,0.13,0.342971373,0.594811429
2023-06-25 04:15:00,0.258468566,0.13,0.331581556,0.62296996
2023-06-25 04:30:00,0.217581683,0.13,0.318150156,0.56876329
2023-06-25 04:45:00,0.216870562,0.13,0.310057679,0.561486981
2023-06-25 05:00:00,0.26050797,0.13,0.31,0.603898362
2023-06-25 05:15:00,0.216395092,0.13,0.31,0.55990141
2023-06-25 05:30:00,0.257039333,0.13,0.248876778,0.540204667
2023-06-25 05:45:00,0.216667222,0.13,0.171141403,0.423538861
2023-06-25 06:00:00,0.216511504,0.13,0.170022219,0.42209192
2023-06-25 06:15:00,0.25631,0.13,0.17,0.462321333
2023-06-25 06:30:00,0.212479612,0.13,0.189842788,0.439846788
2023-06-25 06:45:00,0.254153988,0.13,0.261760038,0.551802158
2023-06-25 07:00:00,0.211656538,0.13,0.252130581,0.498166709
2023-06-25 07:15:00,0.210523965,0.13,0.257476302,0.503151122
2023-06-25 07:30:00,0.251637554,0.13,0.27,0.553680134
2023-06-25 07:45:00,0.210340066,0.13,0.269818246,0.510512154
2023-06-25 08:00:00,0.253447245,0.13,0.267429819,0.553370674
2023-06-25 08:15:00,0.210092302,0.13,0.246829314,0.494780131
2023-06-25 08:30:00,0.210092242,0.13,0.260267723,0.50459008
2023-06-25 08:45:00,0.253271337,0.13,0.267937693,0.553178233
2023-06-25 09:00:00,0.210114547,0.13,0.260789827,0.510056329
2023-06-25 09:15:00,0.251165691,0.13,0.260013114,0.550656027
2023-06-25 09:30:00,0.210504266,0.13,0.200076434,0.449265765
2023-06-25 09:45:00,0.210337689,0.13,0.170254906,0.420165344
2023-06-25 10:00:00,0.252271444,0.13,0.17,0.462011111
2023-06-25 10:15:00,0.210411139,0.13,0.17,0.420026335
2023-06-25 10:30:00,0.256854197,0.13,0.161736768,0.453078145
2023-06-25 10:45:00,0.220017781,0.13,0.157651308,0.408758641
2023-06-25 11:00:00,0.224491564,0.13,0.170061757,0.42660317
2023-06-25 11:15:00,0.301553002,0.13,0.17004934,0.507038572
2023-06-25 11:30:00,0.20688471,0.13,0.170009002,0.411521527
2023-06-25 11:45:00,0.280697305,0.13,0.148147593,0.462967629
2023-06-25 12:00:00,0.229828667,0.13,0.170880667,0.434490889
2023-06-25 12:15:00,0.222224889,0.13,0.170022893,0.430445978
2023-06-25 12:30:00,0.261103964,0.13,0.17,0.470054437
2023-06-25 12:45:00,0.220165656,0.13,0.170030665,0.430111437
2023-06-25 13:00:00,0.26290533,0.13,0.149060518,0.445787661
2023-06-25 13:15:00,0.220035336,0.13,0.170085562,0.429788317
2023-06-25 13:30:00,0.22004366,0.13,0.170013887,0.42833413
2023-06-25 13:45:00,0.261615789,0.13,0.170041117,0.467437852
2023-06-25 14:00:00,0.22022303,0.13,0.170009668,0.424605058
2023-06-25 14:15:00,0.261258306,0.13,0.149186612,0.441946463
2023-06-25 14:30:00,0.220036879,0.13,0.170050097,0.424766343
2023-06-25 14:45:00,0.220202265,0.13,0.170043787,0.424397706
2023-06-25 15:00:00,0.260226207,0.13,0.242891029,0.53791625
2023-06-25 15:15:00,0.220271333,0.13,0.269725,0.520245111
2023-06-25 15:30:00,0.271955273,0.13,0.241086732,0.546780687
2023-06-25 15:45:00,0.233675531,0.13,0.27,0.534218387
2023-06-25 16:00:00,0.22030202,0.13,0.27,0.520350579
2023-06-25 16:15:00,0.260194085,0.13,0.27,0.560216971
2023-06-25 16:30:00,0.219958333,0.13,0.27,0.520063222
2023-06-25 16:45:00,0.260014108,0.13,0.27,0.560067541
2023-06-25 17:00:00,0.220033891,0.13,0.243110207,0.496271863
2023-06-25 17:15:00,0.22062982,0.13,0.27,0.520771385
2023-06-25 17:30:00,0.260397222,0.13,0.27,0.560539556
2023-06-25 17:45:00,0.220077016,0.13,0.27,0.520120803
2023-06-25 18:00:00,0.260962019,0.13,0.27,0.560997456
2023-06-25 18:15:00,0.220501661,0.13,0.250487103,0.501954301
2023-06-25 18:30:00,0.22002778,0.13,0.15462053,0.40761973
2023-06-25 18:45:00,0.259976675,0.13,0.206753896,0.499868934
2023-06-25 19:00:00,0.220003,0.13,0.28,0.531251625
2023-06-25 19:15:00,0.259922101,0.90834778,0.371293284,1.498951527
2023-06-25 19:30:00,0.219921017,0.827480088,0.318665393,0.997699041
2023-06-25 19:45:00,0.219742074,0.56,0.28,0.539502817
2023-06-25 20:00:00,0.258981925,0.56,0.258548321,0.550234966
2023-06-25 20:15:00,0.219951437,0.56,0.28,0.535836621
2023-06-25 20:30:00,0.258865076,0.56,0.28,0.574207497
2023-06-25 20:45:00,0.220054662,0.56,0.28,0.534658304
2023-06-25 21:00:00,0.220040336,0.56,0.277652151,0.532756214
2023-06-25 21:15:00,0.258878273,0.56,0.261313144,0.554370258
2023-06-25 21:30:00,0.215277244,0.56,0.28,0.530100028
2023-06-25 21:45:00,0.255379556,0.56,0.28,0.570766556
2023-06-25 22:00:00,0.216596565,0.56,0.28,0.530235413
2023-06-25 22:15:00,0.228712433,0.558905974,0.657478529,1.045744109
2023-06-25 22:30:00,0.275950812,2.390019782,2.455355575,5.119491115
2023-06-25 22:45:00,0.289294704,2.513831747,2.496158367,5.299184617
2023-06-25 23:00:00,0.332382344,2.457576983,2.485424228,5.275663818
2023-06-25 23:15:00,0.29275438,2.442691722,2.481978048,5.217581016
2023-06-25 23:30:00,0.281743363,2.41931779,2.463498283,5.16421872
2023-06-25 23:45:00,0.322892696,2.396882874,2.42271293,5.142659378
2023-06-26 00:00:00,0.310304538,2.384242875,2.522649104,5.218078145
2023-06-26 00:15:00,0.333980222,2.373536333,2.519604889,5.227209556
2023-06-26 00:30:00,0.294815111,2.366768222,2.515868778,5.177966444
2023-06-26 00:45:00,0.308231222,2.361020667,2.513798333,5.183561778
2023-06-26 01:00:00,0.295337207,2.363769204,2.489350582,5.14791955
2023-06-26 01:15:00,0.241372024,2.351961273,2.510857473,5.104377293
2023-06-26 01:30:00,0.420136111,2.348013667,2.579226222,5.347036667
2023-06-26 01:45:00,0.308076739,2.349247603,2.508927338,5.165943523
2023-06-26 02:00:00,0.325086741,2.34150654,2.50698792,5.174834798
2023-06-26 02:15:00,0.254399476,2.346373413,2.487638563,5.088603091
2023-06-26 02:30:00,0.245059337,2.326962131,2.498739249,5.070833833
2023-06-26 02:45:00,0.289129952,2.532287431,2.508420205,5.330616766
2023-06-26 03:00:00,0.249517755,2.441375604,2.501771048,5.192686413
2023-06-26 03:15:00,0.29444595,2.267631167,2.411423255,4.973087015
2023-06-26 03:30:00,0.252876251,2.26215891,2.382383656,4.89834635
2023-06-26 03:45:00,0.225303775,2.187908145,1.407188889,3.822529566
2023-06-26 04:00:00,0.257538239,2.101635657,0.28,2.639602222
2023-06-26 04:15:00,0.220021665,2.102448698,0.28,2.601924628
2023-06-26 04:30:00,0.26054963,2.100053552,0.272248517,2.631318579
2023-06-26 04:45:00,0.219986444,2.094802098,0.266107963,2.578634131
2023-06-26 05:00:00,0.219563879,2.089685468,0.28,2.588317199
2023-06-26 05:15:00,0.256862423,2.085156068,0.28,2.621389441
2023-06-26 05:30:00,0.215827547,2.089841012,0.28,2.585353695
2023-06-26 05:45:00,0.256700442,2.094077839,0.251786214,2.600085994
2023-06-26 06:00:00,0.214126298,2.083546348,0.170022994,2.471304415
2023-06-26 06:15:00,0.250044343,2.078481568,0.17,2.502798702
2023-06-26 06:30:00,0.211723414,2.078266255,0.17,2.464578478
2023-06-26 06:45:00,0.210868367,2.086386697,0.149704097,2.45071608
2023-06-26 07:00:00,0.257905998,2.096415757,0.169443118,2.524484053
2023-06-26 07:15:00,0.217909055,2.101298284,0.17,2.49037016
