datetime,Ia (A),Ib (A),Ic (A),Pa (kW),Pb (kW),Pc (kW),Ptot (kW),VAa (V),VAb (V),VAc (V),VAtot (V)
2023-03-15 12:45:00,4.54502527,4.604339824,4.597893123,1.636783642,0,1.441648125,3.077875957,0,0,0,0
2023-03-15 13:00:00,5.548044483,5.619782918,5.612742523,1.985426595,0,1.767912597,3.754370903,0,0,0,0
2023-03-15 13:15:00,4.61511956,4.681575788,4.673222389,1.655366316,0,1.460738215,3.116323282,0,0,0,0
2023-03-15 13:30:00,5.342124883,5.416056057,5.405595767,1.910952778,0,1.697081281,3.607976017,0,0,0,0
2023-03-15 13:45:00,5.20124283,5.274867935,5.263736271,1.860122072,0,1.649021904,3.508490612,0,0,0,0
2023-03-15 14:00:00,4.744547535,4.810428686,4.80152429,1.697849483,0,1.499419173,3.197255909,0,0,0,0
2023-03-15 14:15:00,4.78814849,4.85473065,4.846110117,1.715966432,0,1.513054411,3.22916284,0,0,0,0
2023-03-15 14:30:00,4.189361778,4.247900874,4.239961798,1.507584291,0,1.316001399,2.823966852,0,0,0,0
2023-03-15 14:45:00,4.346180561,4.409081965,4.400575189,1.561332356,0,1.370674365,2.932143679,0,0,0,0
2023-03-15 15:00:00,3.5545626,3.61145937,3.603434112,1.290324126,0,1.11250192,2.403299837,0,0,0,0
2023-03-15 15:15:00,3.311651501,3.359854783,3.356824106,1.204416282,0,1.031639914,2.235621279,0,0,0,0
2023-03-15 15:30:00,3.080964565,3.130045349,3.123646074,1.126240257,0,0.95677253,2.084325311,0,0,0,0
2023-03-15 15:45:00,3.096691932,3.14474461,3.139644699,1.133281057,0,0.964040045,2.097364366,0,0,0,0
2023-03-15 16:00:00,2.21440838,2.252315605,2.251398405,0.824379941,0,0.674212054,1.498725599,0,0,0,0
2023-03-15 16:15:00,1.486915992,1.518405275,1.516852994,0.563482151,0,0.431961403,0.995622728,0,0,0,0
2023-03-15 16:30:00,1.381769902,1.409966446,1.41045753,0.522685479,0,0.393555264,0.916151316,0,0,0,0
2023-03-15 16:45:00,1.327235622,1.354565785,1.354849188,0.503727004,0,0.376164787,0.879717811,0,0,0,0
2023-03-15 17:00:00,0.866331337,0.878570508,0.884278588,0.33591516,0,0.218645293,0.554583128,0,0,0,0
2023-03-15 17:15:00,0.572525145,0.577573212,0.58477567,0.220740183,0,0.114350781,0.335096213,0,0,0,0
2023-03-15 17:30:00,0.350500217,0.338567779,0.318168427,0.107655639,0,0.035486166,0.128914737,0,0,0,0
2023-03-15 17:45:00,0.342721576,0.299255247,0.247740075,0.046447421,0,0.055492396,0.043056051,0,0,0,0
2023-03-15 18:00:00,0.43,0.44,0.44,0.04517,0,0.09506,0.04919,0,0,0,0
2023-03-15 18:15:00,0.43,0.44,0.44,0.04517,0,0.09506,0.04919,0,0,0,0
2023-03-15 18:30:00,0.43,0.44,0.44,0.04517,0,0.09506,0.04919,0,0,0,0
2023-03-15 18:45:00,0.43,0.44,0.44,0.04517,0,0.09506,0.04919,0,0,0,0
2023-03-15 19:00:00,0.43,0.44,0.44,0.04517,0,0.09506,0.04919,0,0,0,0
2023-03-15 19:15:00,0.43,0.44,0.44,0.04517,0,0.09506,0.04919,0,0,0,0
2023-03-15 19:30:00,0.43,0.44,0.44,0.04517,0,0.09506,0.04919,0,0,0,0
2023-03-15 19:45:00,0.43,0.44,0.44,0.04517,0,0.09506,0.04919,0,0,0,0
2023-03-15 20:00:00,0.43,0.44,0.44,0.04517,0,0.09506,0.04919,0,0,0,0
2023-03-15 20:15:00,0.43,0.44,0.44,0.04517,0,0.09506,0.04919,0,0,0,0
2023-03-15 20:30:00,0.43,0.44,0.44,0.04517,0,0.09506,0.04919,0,0,0,0
2023-03-15 20:45:00,0.43,0.44,0.44,0.04517,0,0.09506,0.04919,0,0,0,0
2023-03-15 21:00:00,0.43,0.44,0.44,0.04517,0,0.09506,0.04919,0,0,0,0
2023-03-15 21:15:00,0.43,0.44,0.44,0.04517,0,0.09506,0.04919,0,0,0,0
2023-03-15 21:30:00,0.43,0.44,0.44,0.04517,0,0.09506,0.04919,0,0,0,0
2023-03-15 21:45:00,0.43,0.44,0.44,0.04517,0,0.09506,0.04919,0,0,0,0
2023-03-15 22:00:00,0.43,0.44,0.44,0.04517,0,0.09506,0.04919,0,0,0,0
2023-03-15 22:15:00,0.43,0.44,0.44,0.04517,0,0.09506,0.04919,0,0,0,0
2023-03-15 22:30:00,0.43,0.44,0.44,0.04517,0,0.09506,0.04919,0,0,0,0
2023-03-15 22:45:00,0.43,0.44,0.44,0.04517,0,0.09506,0.04919,0,0,0,0
2023-03-15 23:00:00,0.43,0.44,0.44,0.04517,0,0.09506,0.04919,0,0,0,0
2023-03-15 23:15:00,0.43,0.44,0.44,0.04517,0,0.09506,0.04919,0,0,0,0
2023-03-15 23:30:00,0.43,0.44,0.44,0.04517,0,0.09506,0.04919,0,0,0,0
2023-03-15 23:45:00,0.43,0.44,0.44,0.04517,0,0.09506,0.04919,0,0,0,0
2023-03-16 00:00:00,0.43,0.44,0.44,0.04517,0,0.09506,0.04919,0,0,0,0
2023-03-16 00:15:00,0.43,0.44,0.44,0.04517,0,0.09506,0.04919,0,0,0,0
2023-03-16 00:30:00,0.43,0.44,0.44,0.04517,0,0.09506,0.04919,0,0,0,0
2023-03-16 00:45:00,0.43,0.44,0.44,0.04517,0,0.09506,0.04919,0,0,0,0
2023-03-16 01:00:00,0.43,0.44,0.44,0.04517,0,0.09506,0.04919,0,0,0,0
2023-03-16 01:15:00,0.43,0.44,0.44,0.04517,0,0.09506,0.04919,0,0,0,0
2023-03-16 01:30:00,0.43,0.44,0.44,0.04517,0,0.09506,0.04919,0,0,0,0
2023-03-16 01:45:00,0.43,0.44,0.44,0.04517,0,0.09506,0.04919,0,0,0,0
2023-03-16 02:00:00,0.43,0.44,0.44,0.04517,0,0.09506,0.04919,0,0,0,0
2023-03-16 02:15:00,0.43,0.44,0.44,0.04517,0,0.09506,0.04919,0,0,0,0
2023-03-16 02:30:00,0.43,0.44,0.44,0.04517,0,0.09506,0.04919,0,0,0,0
2023-03-16 02:45:00,0.43,0.44,0.44,0.04517,0,0.09506,0.04919,0,0,0,0
2023-03-16 03:00:00,0.43,0.44,0.44,0.04517,0,0.09506,0.04919,0,0,0,0
2023-03-16 03:15:00,0.43,0.44,0.44,0.04517,0,0.09506,0.04919,0,0,0,0
2023-03-16 03:30:00,0.43,0.44,0.44,0.04517,0,0.09506,0.04919,0,0,0,0
2023-03-16 03:45:00,0.43,0.44,0.44,0.04517,0,0.09506,0.04919,0,0,0,0
2023-03-16 04:00:00,0.43,0.44,0.44,0.04517,0,0.09506,0.04919,0,0,0,0
2023-03-16 04:15:00,0.43,0.44,0.44,0.04517,0,0.09506,0.04919,0,0,0,0
2023-03-16 04:30:00,0.43,0.44,0.44,0.04517,0,0.09506,0.04919,0,0,0,0
2023-03-16 04:45:00,0.43,0.44,0.44,0.04517,0,0.09506,0.04919,0,0,0,0
2023-03-16 05:00:00,0.43,0.44,0.44,0.04517,0,0.09506,0.04919,0,0,0,0
2023-03-16 05:15:00,0.43,0.44,0.44,0.04517,0,0.09506,0.04919,0,0,0,0
2023-03-16 05:30:00,0.43,0.44,0.44,0.04517,0,0.09506,0.04919,0,0,0,0
2023-03-16 05:45:00,0.43,0.44,0.44,0.04517,0,0.09506,0.04919,0,0,0,0
2023-03-16 06:00:00,0.43,0.44,0.44,0.04517,0,0.09506,0.04919,0,0,0,0
2023-03-16 06:15:00,0.43,0.44,0.44,0.04517,0,0.09506,0.04919,0,0,0,0
2023-03-16 06:30:00,0.410346012,0.413046435,0.403156327,0.04517,0,0.090885742,0.052383242,0,0,0,0
2023-03-16 06:45:00,0.304818712,0.27913173,0.216752708,0.060203536,0,0.065890881,0.059337202,0,0,0,0
2023-03-16 07:00:00,0.378336148,0.38060136,0.384120405,0.130221525,0,0.040700048,0.168474283,0,0,0,0
2023-03-16 07:15:00,0.634421868,0.63866643,0.645446708,0.243885142,0,0.136205447,0.379944656,0,0,0,0
2023-03-16 07:30:00,1.301782543,1.324562809,1.326133452,0.493018561,0,0.365858459,0.858458827,0,0,0,0
2023-03-16 07:45:00,1.385147163,1.41132025,1.411119441,0.523071571,0,0.394037599,0.91696803,0,0,0,0
2023-03-16 08:00:00,1.082846572,1.098881593,1.103627657,0.414615789,0,0.2911405,0.705793768,0,0,0,0
2023-03-16 08:15:00,1.851289953,1.881159212,1.882894418,0.693736009,0,0.550627537,1.244049565,0,0,0,0
2023-03-16 08:30:00,1.597588452,1.624459848,1.624724009,0.602978049,0,0.46609249,1.068889058,0,0,0,0
2023-03-16 08:45:00,1.852659635,1.881095242,1.882862811,0.695406639,0,0.552323002,1.247649053,0,0,0,0
2023-03-16 09:00:00,2.693729945,2.737535443,2.734748233,0.997503573,0,0.834823951,1.833456776,0,0,0,0
2023-03-16 09:15:00,2.703457022,2.745304129,2.743568231,1.001280228,0,0.836366772,1.836784179,0,0,0,0
2023-03-16 09:30:00,2.474792938,2.519147083,2.516015312,0.918442096,0,0.759961104,1.678616048,0,0,0,0
2023-03-16 09:45:00,1.710090519,1.740156826,1.74112033,0.64289728,0,0.503486794,1.146417659,0,0,0,0
2023-03-16 10:00:00,2.189499861,2.225391474,2.225252293,0.812960102,0,0.663457622,1.476571478,0,0,0,0
2023-03-16 10:15:00,3.861863062,3.915253953,3.912744758,1.400955799,0,1.216044561,2.615954106,0,0,0,0
2023-03-16 10:30:00,2.546677772,2.587483258,2.584655561,0.939781869,0,0.782347084,1.721614776,0,0,0,0
2023-03-16 10:45:00,5.685359937,5.75948482,5.7495855,2.055683826,0,1.831458535,3.887604123,0,0,0,0
2023-03-16 11:00:00,5.411534914,5.484867469,5.476766579,1.957724616,0,1.742874291,3.699724652,0,0,0,0
2023-03-16 11:15:00,3.641123928,3.692974619,3.689258679,1.334913297,0,1.151389199,2.487520154,0,0,0,0
2023-03-16 11:30:00,3.057877519,3.104010908,3.099064895,1.126476099,0,0.954461243,2.080247049,0,0,0,0
2023-03-16 11:45:00,6.357832365,6.433152318,6.42232625,2.29596784,0,2.05410286,4.350506382,0,0,0,0
2023-03-16 12:00:00,5.302973442,5.369859927,5.360665014,1.920170236,0,1.702108012,3.622711754,0,0,0,0
2023-03-16 12:15:00,6.520797454,6.59992091,6.585427442,2.345013045,0,2.105514337,4.45091028,0,0,0,0
2023-03-16 12:30:00,6.753885026,6.830804932,6.818069873,2.425566064,0,2.181935057,4.607892434,0,0,0,0
2023-03-16 12:45:00,6.59308654,6.668780743,6.656275103,2.364482372,0,2.129417637,4.494876205,0,0,0,0
2023-03-16 13:00:00,6.395997668,6.471333037,6.459484645,2.288559081,0,2.054523107,4.343771834,0,0,0,0
2023-03-16 13:15:00,6.339935629,6.418471544,6.406920075,2.270294377,0,2.037495491,4.306964523,0,0,0,0
2023-03-16 13:30:00,4.372177579,4.432592811,4.422804648,1.579431661,0,1.38720978,2.966705267,0,0,0,0
2023-03-16 13:45:00,3.337922847,3.388352833,3.382455029,1.213434668,0,1.044185104,2.257041077,0,0,0,0
2023-03-16 14:00:00,5.755567096,5.830938347,5.816462342,2.060767098,0,1.840834397,3.902946843,0,0,0,0
2023-03-16 14:15:00,4.711264076,4.776081708,4.769184148,1.696039728,0,1.497599418,3.194003623,0,0,0,0
2023-03-16 14:30:00,5.222454174,5.287592486,5.281007843,1.876763731,0,1.661820954,3.539196789,0,0,0,0
2023-03-16 14:45:00,4.289051379,4.346941335,4.343659647,1.549124448,0,1.355165714,2.904130827,0,0,0,0
2023-03-16 15:00:00,4.265349359,4.325937719,4.319857078,1.543428432,0,1.348048501,2.891075106,0,0,0,0
2023-03-16 15:15:00,4.119645749,4.181530865,4.173560614,1.490991964,0,1.30191322,2.79320334,0,0,0,0
2023-03-16 15:30:00,3.742518674,3.803043995,3.795883687,1.364065982,0,1.179921111,2.544387272,0,0,0,0
2023-03-16 15:45:00,3.349686372,3.403638666,3.398169557,1.227620053,0,1.050609027,2.278301128,0,0,0,0
2023-03-16 16:00:00,2.214304426,2.25300971,2.253519309,0.828995474,0,0.674994373,1.503966356,0,0,0,0
2023-03-16 16:15:00,1.105512261,1.131304734,1.132492806,0.429692469,0,0.303159197,0.732902339,0,0,0,0
2023-03-16 16:30:00,0.86306822,0.880757663,0.885156601,0.338657245,0,0.219168713,0.557844907,0,0,0,0
2023-03-16 16:45:00,0.786601891,0.801614724,0.805919136,0.308683016,0,0.19140592,0.50023204,0,0,0,0
2023-03-16 17:00:00,0.694443975,0.706070107,0.712355314,0.271482327,0,0.15970267,0.43098079,0,0,0,0
2023-03-16 17:15:00,0.547459966,0.552372343,0.560736662,0.210679104,0,0.105947679,0.316684273,0,0,0,0
2023-03-16 17:30:00,0.411957606,0.412974793,0.419524846,0.149535776,0,0.054844693,0.204456518,0,0,0,0
2023-03-16 17:45:00,0.330384415,0.322731343,0.314320442,0.10185791,0,0.026505157,0.112334793,0,0,0,0
2023-03-16 18:00:00,0.30244976,0.25306609,0.185166504,0.05808487,0,0.030239869,0.048335483,0,0,0,0
2023-03-16 18:15:00,0.442930941,0.45046247,0.442963387,0.04789,0,0.110735396,0.060264218,0,0,0,0
2023-03-16 18:30:00,0.45,0.46,0.45,0.04789,0,0.11269,0.06045,0,0,0,0
2023-03-16 18:45:00,0.45,0.46,0.45,0.04789,0,0.11269,0.06045,0,0,0,0
2023-03-16 19:00:00,0.45,0.46,0.45,0.04789,0,0.11269,0.06045,0,0,0,0
2023-03-16 19:15:00,0.45,0.46,0.45,0.04789,0,0.11269,0.06045,0,0,0,0
2023-03-16 19:30:00,0.45,0.46,0.45,0.04789,0,0.11269,0.06045,0,0,0,0
2023-03-16 19:45:00,0.45,0.46,0.45,0.04789,0,0.11269,0.06045,0,0,0,0
2023-03-16 20:00:00,0.45,0.46,0.45,0.04789,0,0.11269,0.06045,0,0,0,0
2023-03-16 20:15:00,0.45,0.46,0.45,0.04789,0,0.11269,0.06045,0,0,0,0
2023-03-16 20:30:00,0.45,0.46,0.45,0.04789,0,0.11269,0.06045,0,0,0,0
2023-03-16 20:45:00,0.45,0.46,0.45,0.04789,0,0.11269,0.06045,0,0,0,0
2023-03-16 21:00:00,0.45,0.46,0.45,0.04789,0,0.11269,0.06045,0,0,0,0
2023-03-16 21:15:00,0.45,0.46,0.45,0.04789,0,0.11269,0.06045,0,0,0,0
2023-03-16 21:30:00,0.45,0.46,0.45,0.04789,0,0.11269,0.06045,0,0,0,0
2023-03-16 21:45:00,0.45,0.46,0.45,0.04789,0,0.11269,0.06045,0,0,0,0
2023-03-16 22:00:00,0.45,0.46,0.45,0.04789,0,0.11269,0.06045,0,0,0,0
2023-03-16 22:15:00,0.45,0.46,0.45,0.04789,0,0.11269,0.06045,0,0,0,0
2023-03-16 22:30:00,0.45,0.46,0.45,0.04789,0,0.11269,0.06045,0,0,0,0
2023-03-16 22:45:00,0.45,0.46,0.45,0.04789,0,0.11269,0.06045,0,0,0,0
2023-03-16 23:00:00,0.45,0.46,0.45,0.04789,0,0.11269,0.06045,0,0,0,0
2023-03-16 23:15:00,0.45,0.46,0.45,0.04789,0,0.11269,0.06045,0,0,0,0
2023-03-16 23:30:00,0.45,0.46,0.45,0.04789,0,0.11269,0.06045,0,0,0,0
2023-03-16 23:45:00,0.45,0.46,0.45,0.04789,0,0.11269,0.06045,0,0,0,0
2023-03-17 00:00:00,0.45,0.46,0.45,0.04789,0,0.11269,0.06045,0,0,0,0
2023-03-17 00:15:00,0.45,0.46,0.45,0.04789,0,0.11269,0.06045,0,0,0,0
2023-03-17 00:30:00,0.45,0.46,0.45,0.04789,0,0.11269,0.06045,0,0,0,0
2023-03-17 00:45:00,0.45,0.46,0.45,0.04789,0,0.11269,0.06045,0,0,0,0
2023-03-17 01:00:00,0.45,0.46,0.45,0.04789,0,0.11269,0.06045,0,0,0,0
2023-03-17 01:15:00,0.45,0.46,0.45,0.04789,0,0.11269,0.06045,0,0,0,0
2023-03-17 01:30:00,0.45,0.46,0.45,0.04789,0,0.11269,0.06045,0,0,0,0
2023-03-17 01:45:00,0.45,0.46,0.45,0.04789,0,0.11269,0.06045,0,0,0,0
2023-03-17 02:00:00,0.45,0.46,0.45,0.04789,0,0.11269,0.06045,0,0,0,0
2023-03-17 02:15:00,0.45,0.46,0.45,0.04789,0,0.11269,0.06045,0,0,0,0
2023-03-17 02:30:00,0.45,0.46,0.45,0.04789,0,0.11269,0.06045,0,0,0,0
2023-03-17 02:45:00,0.45,0.46,0.45,0.04789,0,0.11269,0.06045,0,0,0,0
2023-03-17 03:00:00,0.45,0.46,0.45,0.04789,0,0.11269,0.06045,0,0,0,0
2023-03-17 03:15:00,0.45,0.46,0.45,0.04789,0,0.11269,0.06045,0,0,0,0
2023-03-17 03:30:00,0.45,0.46,0.45,0.04789,0,0.11269,0.06045,0,0,0,0
2023-03-17 03:45:00,0.45,0.46,0.45,0.04789,0,0.11269,0.06045,0,0,0,0
2023-03-17 04:00:00,0.45,0.46,0.45,0.04789,0,0.11269,0.06045,0,0,0,0
2023-03-17 04:15:00,0.45,0.46,0.45,0.04789,0,0.11269,0.06045,0,0,0,0
2023-03-17 04:30:00,0.45,0.46,0.45,0.04789,0,0.11269,0.06045,0,0,0,0
2023-03-17 04:45:00,0.45,0.46,0.45,0.04789,0,0.11269,0.06045,0,0,0,0
2023-03-17 05:00:00,0.45,0.46,0.45,0.04789,0,0.11269,0.06045,0,0,0,0
2023-03-17 05:15:00,0.45,0.46,0.45,0.04789,0,0.11269,0.06045,0,0,0,0
2023-03-17 05:30:00,0.45,0.46,0.45,0.04789,0,0.11269,0.06045,0,0,0,0
2023-03-17 05:45:00,0.45,0.46,0.45,0.04789,0,0.11269,0.06045,0,0,0,0
2023-03-17 06:00:00,0.45,0.46,0.45,0.04789,0,0.11269,0.06045,0,0,0,0
2023-03-17 06:15:00,0.45,0.46,0.45,0.04789,0,0.11269,0.06045,0,0,0,0
2023-03-17 06:30:00,0.368073555,0.350589726,0.323171694,0.04789,0,0.087575925,0.064315056,0,0,0,0
2023-03-17 06:45:00,0.303844838,0.275619028,0.2170002,0.059862766,0,0.06689,0.051270041,0,0,0,0
2023-03-17 07:00:00,0.363165669,0.345431526,0.339952688,0.108216969,0,0.052026499,0.135435532,0,0,0,0
2023-03-17 07:15:00,0.512533216,0.50099732,0.509901046,0.181348487,0,0.088506318,0.269900701,0,0,0,0
2023-03-17 07:30:00,0.863160345,0.863120903,0.869175944,0.32747976,0,0.215734051,0.543262583,0,0,0,0
2023-03-17 07:45:00,1.444815115,1.462245381,1.462592609,0.540249936,0,0.413481364,0.953372193,0,0,0,0
2023-03-17 08:00:00,1.788940563,1.812019145,1.811161723,0.6618804,0,0.527381983,1.188982951,0,0,0,0
2023-03-17 08:15:00,1.535303375,1.552846163,1.554678965,0.575804608,0,0.445912828,1.021580501,0,0,0,0
2023-03-17 08:30:00,1.89267457,1.918509449,1.917040119,0.7053715,0,0.565772203,1.270931918,0,0,0,0
2023-03-17 08:45:00,3.05034201,3.090488396,3.08723246,1.117412164,0,0.951059826,2.06671211,0,0,0,0
2023-03-17 09:00:00,2.947992512,2.984963839,2.98225623,1.079979385,0,0.916759416,1.996947867,0,0,0,0
2023-03-17 09:15:00,3.734559263,3.782897763,3.773395335,1.35397905,0,1.173964075,2.527503247,0,0,0,0
2023-03-17 09:30:00,4.319833561,4.375491261,4.367293201,1.558576883,0,1.366406271,2.925117777,0,0,0,0
2023-03-17 09:45:00,4.577723854,4.633290753,4.624922522,1.650909897,0,1.449470371,3.099827985,0,0,0,0
2023-03-17 10:00:00,3.488272423,3.535791797,3.527966222,1.273456704,0,1.097678813,2.371386431,0,0,0,0
2023-03-17 10:15:00,3.230967728,3.27105949,3.265798478,1.180169963,0,1.007632181,2.187067107,0,0,0,0
2023-03-17 10:30:00,3.779191387,3.830284648,3.824541364,1.377572451,0,1.193571279,2.571435913,0,0,0,0
2023-03-17 10:45:00,3.85669848,3.909305586,3.900588085,1.402553712,0,1.218827606,2.622525662,0,0,0,0
2023-03-17 11:00:00,5.115669355,5.182562103,5.171782984,1.848071902,0,1.637779845,3.485186678,0,0,0,0
2023-03-17 11:15:00,4.751800042,4.814343677,4.805109933,1.721904177,0,1.518089284,3.240807001,0,0,0,0
2023-03-17 11:30:00,4.045896875,4.102886998,4.093129423,1.470768301,0,1.284725397,2.754371431,0,0,0,0
2023-03-17 11:45:00,7.111808106,7.195575504,7.181195362,2.558670591,0,2.30725925,4.866913451,0,0,0,0
2023-03-17 12:00:00,4.71890609,4.776353227,4.772211808,1.713874921,0,1.511155134,3.224398488,0,0,0,0
2023-03-17 12:15:00,4.358229958,4.410846387,4.406686271,1.584614778,0,1.389163328,2.974516775,0,0,0,0
2023-03-17 12:30:00,4.107020187,4.161485076,4.153231989,1.49516143,0,1.304598728,2.798739558,0,0,0,0
2023-03-17 12:45:00,5.229361688,5.296329233,5.284870393,1.890037824,0,1.67724638,3.566643171,0,0,0,0
2023-03-17 13:00:00,6.409356645,6.489026523,6.473104548,2.302309187,0,2.06557771,4.368262415,0,0,0,0
2023-03-17 13:15:00,6.322448546,6.401115976,6.387625244,2.269522692,0,2.035208036,4.30477536,0,0,0,0
2023-03-17 13:30:00,6.136976323,6.214390743,6.201703943,2.204777468,0,1.97668876,4.181097346,0,0,0,0
2023-03-17 13:45:00,5.929766191,6.006770681,5.990868671,2.133339808,0,1.908034961,4.041311795,0,0,0,0
2023-03-17 14:00:00,5.732570584,5.807199613,5.791782771,2.062356598,0,1.844040181,3.906957331,0,0,0,0
2023-03-17 14:15:00,4.808658054,4.867720359,4.858436583,1.735417925,0,1.535190873,3.27069821,0,0,0,0
2023-03-17 14:30:00,5.271670833,5.331747947,5.322321633,1.896265915,0,1.689643751,3.586297259,0,0,0,0
2023-03-17 14:45:00,4.643273224,4.694193416,4.688946146,1.679275816,0,1.478978709,3.158862318,0,0,0,0
2023-03-17 15:00:00,4.512610878,4.566630161,4.558411658,1.63239605,0,1.436542725,3.068922131,0,0,0,0
2023-03-17 15:15:00,4.189661183,4.240450645,4.232752223,1.522273663,0,1.331278095,2.853964127,0,0,0,0
2023-03-17 15:30:00,3.812266397,3.86212869,3.853828488,1.39167467,0,1.208708407,2.600932978,0,0,0,0
2023-03-17 15:45:00,3.468127265,3.513558597,3.508310359,1.271404442,0,1.09589515,2.367109486,0,0,0,0
2023-03-17 16:00:00,2.029259535,2.058318326,2.057587076,0.758362594,0,0.615556814,1.374069113,0,0,0,0
2023-03-17 16:15:00,1.038900842,1.045826424,1.051559715,0.394217815,0,0.277375877,0.67174399,0,0,0,0
2023-03-17 16:30:00,0.787775099,0.787519495,0.795691831,0.300116898,0,0.189970315,0.490083988,0,0,0,0
2023-03-17 16:45:00,0.651877729,0.64586664,0.65596531,0.244764206,0,0.140732094,0.385544402,0,0,0,0
2023-03-17 17:00:00,0.521040946,0.509466464,0.519682924,0.189736017,0,0.093360793,0.283149339,0,0,0,0
2023-03-17 17:15:00,0.492899903,0.48252136,0.491965601,0.178344803,0,0.082629394,0.261063903,0,0,0,0
2023-03-17 17:30:00,0.404149472,0.390191895,0.400713024,0.13468942,0,0.047720001,0.177329446,0,0,0,0
2023-03-17 17:45:00,0.380601202,0.364460151,0.374788402,0.120849803,0,0.035876988,0.154649333,0,0,0,0
2023-03-17 18:00:00,0.314707712,0.290515462,0.265517851,0.07844459,0,0.022613445,0.078838683,0,0,0,0
2023-03-17 18:15:00,0.423214214,0.393028646,0.374834767,0.043841926,0,0.092235779,0.05445924,0,0,0,0
2023-03-17 18:30:00,0.47,0.48,0.48,0.04335,0,0.11786,0.05711,0,0,0,0
2023-03-17 18:45:00,0.47,0.48,0.48,0.04335,0,0.11786,0.05711,0,0,0,0
2023-03-17 19:00:00,0.47,0.48,0.48,0.04335,0,0.11786,0.05711,0,0,0,0
2023-03-17 19:15:00,0.47,0.48,0.48,0.04335,0,0.11786,0.05711,0,0,0,0
2023-03-17 19:30:00,0.47,0.48,0.48,0.04335,0,0.11786,0.05711,0,0,0,0
2023-03-17 19:45:00,0.47,0.48,0.48,0.04335,0,0.11786,0.05711,0,0,0,0
2023-03-17 20:00:00,0.47,0.48,0.48,0.04335,0,0.11786,0.05711,0,0,0,0
2023-03-17 20:15:00,0.47,0.48,0.48,0.04335,0,0.11786,0.05711,0,0,0,0
2023-03-17 20:30:00,0.47,0.48,0.48,0.04335,0,0.11786,0.05711,0,0,0,0
2023-03-17 20:45:00,0.47,0.48,0.48,0.04335,0,0.11786,0.05711,0,0,0,0
2023-03-17 21:00:00,0.47,0.48,0.48,0.04335,0,0.11786,0.05711,0,0,0,0
2023-03-17 21:15:00,0.47,0.48,0.48,0.04335,0,0.11786,0.05711,0,0,0,0
2023-03-17 21:30:00,0.47,0.48,0.48,0.04335,0,0.11786,0.05711,0,0,0,0
2023-03-17 21:45:00,0.47,0.48,0.48,0.04335,0,0.11786,0.05711,0,0,0,0
2023-03-17 22:00:00,0.47,0.48,0.48,0.04335,0,0.11786,0.05711,0,0,0,0
2023-03-17 22:15:00,0.47,0.48,0.48,0.04335,0,0.11786,0.05711,0,0,0,0
2023-03-17 22:30:00,0.47,0.48,0.48,0.04335,0,0.11786,0.05711,0,0,0,0
2023-03-17 22:45:00,0.47,0.48,0.48,0.04335,0,0.11786,0.05711,0,0,0,0
2023-03-17 23:00:00,0.47,0.48,0.48,0.04335,0,0.11786,0.05711,0,0,0,0
2023-03-17 23:15:00,0.47,0.48,0.48,0.04335,0,0.11786,0.05711,0,0,0,0
2023-03-17 23:30:00,0.47,0.48,0.48,0.04335,0,0.11786,0.05711,0,0,0,0
2023-03-17 23:45:00,0.47,0.48,0.48,0.04335,0,0.11786,0.05711,0,0,0,0
2023-03-18 00:00:00,0.47,0.48,0.48,0.04335,0,0.11786,0.05711,0,0,0,0
2023-03-18 00:15:00,0.47,0.48,0.48,0.04335,0,0.11786,0.05711,0,0,0,0
2023-03-18 00:30:00,0.47,0.48,0.48,0.04335,0,0.11786,0.05711,0,0,0,0
2023-03-18 00:45:00,0.47,0.48,0.48,0.04335,0,0.11786,0.05711,0,0,0,0
2023-03-18 01:00:00,0.47,0.48,0.48,0.04335,0,0.11786,0.05711,0,0,0,0
2023-03-18 01:15:00,0.47,0.48,0.48,0.04335,0,0.11786,0.05711,0,0,0,0
2023-03-18 01:30:00,0.47,0.48,0.48,0.04335,0,0.11786,0.05711,0,0,0,0
2023-03-18 01:45:00,0.47,0.48,0.48,0.04335,0,0.11786,0.05711,0,0,0,0
2023-03-18 02:00:00,0.47,0.48,0.48,0.04335,0,0.11786,0.05711,0,0,0,0
2023-03-18 02:15:00,0.47,0.48,0.48,0.04335,0,0.11786,0.05711,0,0,0,0
2023-03-18 02:30:00,0.47,0.48,0.48,0.04335,0,0.11786,0.05711,0,0,0,0
2023-03-18 02:45:00,0.47,0.48,0.48,0.04335,0,0.11786,0.05711,0,0,0,0
2023-03-18 03:00:00,0.47,0.48,0.48,0.04335,0,0.11786,0.05711,0,0,0,0
2023-03-18 03:15:00,0.47,0.48,0.48,0.04335,0,0.11786,0.05711,0,0,0,0
2023-03-18 03:30:00,0.47,0.48,0.48,0.04335,0,0.11786,0.05711,0,0,0,0
2023-03-18 03:45:00,0.47,0.48,0.48,0.04335,0,0.11786,0.05711,0,0,0,0
2023-03-18 04:00:00,0.47,0.48,0.48,0.04335,0,0.11786,0.05711,0,0,0,0
2023-03-18 04:15:00,0.47,0.48,0.48,0.04335,0,0.11786,0.05711,0,0,0,0
2023-03-18 04:30:00,0.47,0.48,0.48,0.04335,0,0.11786,0.05711,0,0,0,0
2023-03-18 04:45:00,0.47,0.48,0.48,0.04335,0,0.11786,0.05711,0,0,0,0
